order_id,product_id,customer_id,quantity,price,order_date,order_status,channel,discount
2924,18,833,5,1059.5900,2024-02-18,Cancelled,App,0.01
2925,88,538,2,1778.5600,2024-01-29,Cancelled,App,0.01
2926,59,972,1,1421.7700,2024-02-14,Cancelled,Store,0.17
2927,3,1060,4,264.3100,2024-02-01,Cancelled,Web,0.04
2928,69,1710,2,624.9800,2024-01-31,Cancelled,App,0.2
2929,11,68,3,1420.8200,2024-02-07,Completed,App,0.07
2930,26,973,5,443.7000,2024-01-12,Completed,Web,0.1
2931,58,847,5,1449.1400,2024-01-11,Completed,Store,0.06
2932,63,1187,3,1009.4100,2024-01-09,Completed,Store,0.27
2933,30,1966,2,1932.4400,2024-01-23,Completed,App,0.08
2934,17,589,3,1523.1900,2024-02-09,Completed,App,0.02
2935,1,22,2,1922.2000,2024-03-01,Cancelled,Store,0.12
2936,90,1650,3,1689.8200,2024-02-26,Completed,Store,0.12
2937,50,582,2,140.9300,2024-02-19,Cancelled,App,0.08
2938,99,663,3,1103.6700,2024-02-06,Completed,App,0.18
2939,20,929,3,919.3900,2024-01-29,Completed,Store,0.23
2940,56,142,5,1445.9900,2024-02-24,Cancelled,Store,0.29
2941,65,898,3,1366.4100,2024-01-29,Completed,Web,0.1
2942,11,600,1,507.8500,2024-02-26,Completed,Web,0.21
2943,52,1637,2,469.5500,2024-01-06,Cancelled,Web,0.27
2944,65,636,5,1145.8200,2024-01-20,Completed,App,0.12
2945,40,248,1,167.0400,2024-01-07,Cancelled,Store,0.3
2946,23,1639,4,185.0900,2024-01-14,Completed,Web,0.27
2947,73,50,4,139.0200,2024-02-11,Cancelled,App,0.18
2948,1,42,4,1512.6800,2024-02-10,Completed,App,0.16
2949,36,383,1,593.5200,2024-01-05,Completed,Web,0.21
2950,80,1598,5,1357.5500,2024-01-17,Cancelled,Web,0.16
2951,53,898,5,1050.6700,2024-02-21,Cancelled,Store,0.06
2952,9,636,4,1691.8700,2024-01-15,Completed,App,0.11
2953,49,720,4,521.9200,2024-02-04,Completed,Store,0.08
2954,11,1032,3,1899.3100,2024-02-25,Cancelled,App,0.23
2955,100,1859,5,1525.5000,2024-02-04,Cancelled,Store,0.08
2956,24,1617,1,706.8200,2024-01-08,Completed,App,0.18
2957,6,687,3,1224.8400,2024-01-26,Completed,Store,0.08
2958,61,1999,4,1114.8200,2024-02-07,Cancelled,App,0.28
2959,73,1817,1,1182.4700,2024-01-31,Cancelled,Web,0.06
2960,55,1247,2,1875.7000,2024-02-07,Completed,App,0.2
2961,80,934,4,1491.1100,2024-01-20,Cancelled,Web,0.11
2962,17,1831,4,1986.5100,2024-01-01,Completed,App,0
2963,65,148,4,297.9700,2024-01-24,Completed,Store,0.15
2964,93,219,4,1982.9200,2024-02-05,Completed,App,0.25
2965,17,49,1,743.3900,2024-02-09,Completed,App,0.25
2966,65,119,5,718.8200,2024-03-01,Cancelled,Store,0.3
2967,100,392,1,1407.2000,2024-01-24,Cancelled,App,0.08
2968,24,607,2,1242.1300,2024-01-12,Completed,App,0.04
2969,12,1430,3,1451.2200,2024-01-02,Completed,Store,0.29
2970,10,786,1,651.0800,2024-01-31,Cancelled,App,0.27
2971,58,1837,1,559.2200,2024-02-05,Cancelled,Store,0.25
2972,44,1217,5,1252.2300,2024-01-31,Cancelled,Web,0.28
2973,49,156,5,1514.6700,2024-01-30,Cancelled,Store,0.17
2974,38,291,5,581.6200,2024-02-25,Cancelled,App,0.28
2975,3,758,1,1609.8900,2024-01-04,Completed,App,0.1
2976,59,852,2,1850.5400,2024-02-01,Completed,Store,0.01
2977,53,238,2,1093.3700,2024-02-29,Completed,Web,0.21
2978,44,1544,5,891.8100,2024-02-14,Completed,App,0.2
2979,56,806,3,168.4000,2024-01-04,Completed,Web,0.02
2980,55,906,4,682.0700,2024-02-15,Completed,Web,0.18
2981,28,1660,5,1180.2700,2024-02-06,Completed,Web,0.06
2982,53,1922,4,548.0400,2024-02-08,Completed,Store,0.28
2983,14,693,1,1788.1200,2024-01-18,Completed,App,0
2984,40,1028,1,1249.5100,2024-02-23,Cancelled,Web,0.09
2985,48,1652,2,1731.3500,2024-02-26,Completed,App,0.07
2986,91,318,1,257.5400,2024-02-16,Completed,Web,0.29
2987,70,1662,4,541.2300,2024-02-10,Cancelled,App,0.24
2988,71,1031,1,965.9600,2024-01-04,Completed,Store,0.17
2989,82,1981,2,1254.2100,2024-01-11,Cancelled,App,0.27
2990,73,1181,4,781.2000,2024-02-27,Completed,Web,0.03
2991,65,1561,2,1312.3200,2024-01-24,Cancelled,Store,0.11
2992,53,882,4,470.0300,2024-01-16,Cancelled,Web,0.21
2993,79,934,4,1148.6300,2024-02-06,Completed,Store,0.21
2994,40,1553,1,1104.5900,2024-02-22,Cancelled,Store,0.22
2995,77,321,1,1293.8600,2024-01-07,Cancelled,Store,0.28
2996,18,780,1,448.7100,2024-01-15,Completed,Store,0.13
2997,100,1732,4,671.5700,2024-01-11,Completed,Store,0.18
2998,81,70,3,485.1800,2024-01-01,Completed,Store,0.14
2999,79,1825,4,1737.8300,2024-01-31,Cancelled,App,0.29
3000,1,1679,5,687.6200,2024-02-10,Cancelled,App,0.09
3001,84,194,1,755.3800,2024-01-13,Cancelled,Web,0.05
3002,1,494,4,1170.5400,2024-01-05,Cancelled,App,0.11
3003,6,330,3,331.6200,2024-02-03,Cancelled,Web,0.3
3004,49,964,5,1992.6000,2024-01-17,Cancelled,Web,0.03
3005,68,1511,5,1409.2100,2024-02-21,Completed,App,0.05
3006,25,1988,4,1056.9700,2024-01-28,Completed,Web,0.15
3007,96,48,4,418.7300,2024-02-04,Cancelled,Web,0.27
3008,48,351,2,739.2900,2024-01-28,Completed,Web,0
3009,34,267,1,280.0100,2024-01-16,Cancelled,App,0.01
3010,5,1399,3,664.1400,2024-01-07,Completed,App,0.15
3011,29,1819,3,1323.6300,2024-01-20,Cancelled,Web,0.2
3012,69,1098,2,640.9800,2024-02-22,Cancelled,Web,0.08
3013,13,392,1,2182.1500,2024-02-22,Cancelled,Store,0.28
3014,32,546,3,1594.1000,2024-02-02,Cancelled,Web,0.09
3015,2,1805,2,1609.4600,2024-02-15,Cancelled,Web,0.3
3016,16,385,2,1132.9900,2024-01-07,Completed,Store,0.26
3017,51,1986,2,272.4900,2024-01-31,Completed,App,0.21
3018,19,1555,2,1400.6100,2024-02-23,Cancelled,App,0.05
3019,28,1617,2,1051.4000,2024-01-01,Cancelled,Store,0.19
3020,6,160,4,1022.2800,2024-02-24,Cancelled,App,0.13
3021,84,1428,5,1081.2100,2024-01-21,Completed,Store,0.12
3022,24,1136,5,841.0200,2024-02-23,Completed,Web,0.21
3023,49,438,1,1390.8200,2024-01-14,Completed,Store,0.3
3024,26,1800,2,267.2700,2024-02-23,Completed,Store,0.19
3025,30,1513,2,1855.5900,2024-01-14,Completed,Web,0.21
3026,95,394,4,333.3700,2024-02-21,Completed,Store,0.22
3027,82,103,1,1454.2500,2024-01-11,Cancelled,App,0.12
3028,11,1520,1,168.8200,2024-01-05,Completed,Web,0.19
3029,25,1550,3,1943.5100,2024-01-03,Cancelled,Web,0.05
3030,76,113,4,1050.4100,2024-01-24,Completed,Store,0.09
3031,80,669,3,584.0300,2024-02-28,Completed,Store,0.14
3032,58,1810,5,1954.0300,2024-01-21,Cancelled,Web,0.1
3033,30,245,2,1260.9300,2024-01-22,Cancelled,App,0.02
3034,36,1895,5,1014.6200,2024-02-08,Completed,Store,0.08
3035,97,1910,2,1949.1100,2024-02-14,Completed,Web,0.3
3036,37,499,2,191.3800,2024-01-18,Completed,Web,0.14
3037,21,397,1,257.8200,2024-02-02,Completed,Store,0.29
3038,80,1626,4,795.3700,2024-01-08,Cancelled,App,0.27
3039,48,962,1,1822.6800,2024-01-06,Completed,Web,0.05
3040,46,170,2,974.4000,2024-01-20,Cancelled,Web,0.11
3041,9,1357,5,1221.6600,2024-01-19,Cancelled,Web,0.02
3042,14,1537,3,490.5400,2024-01-07,Completed,App,0.03
3043,99,486,3,1106.7300,2024-02-20,Completed,App,0.14
3044,58,894,3,759.5600,2024-02-16,Cancelled,Web,0.19
3045,7,1131,1,208.8000,2024-01-27,Cancelled,App,0.03
3046,9,99,1,1537.1800,2024-01-30,Completed,Store,0.08
3047,76,1908,4,338.8400,2024-01-05,Completed,Store,0.17
3048,5,973,2,1070.2500,2024-02-24,Cancelled,Store,0.28
3049,100,109,5,632.0200,2024-03-01,Completed,Web,0.16
3050,74,1600,3,976.7800,2024-02-21,Completed,App,0.13
3051,27,176,3,935.2700,2024-01-28,Cancelled,Web,0.05
3052,97,650,2,1276.8000,2024-01-03,Cancelled,Web,0.05
3053,4,584,3,534.6800,2024-02-22,Cancelled,App,0.12
3054,70,1930,1,522.5700,2024-02-29,Completed,Store,0.17
3055,30,799,3,524.4100,2024-01-05,Cancelled,Store,0.04
3056,15,179,5,1857.1500,2024-02-17,Completed,Web,0.1
3057,74,1980,4,1748.1300,2024-02-24,Cancelled,App,0.19
3058,35,209,5,1659.6700,2024-01-26,Cancelled,App,0.14
3059,47,275,3,1595.6300,2024-02-29,Completed,Web,0.24
3060,97,1717,3,1627.2900,2024-02-25,Cancelled,Store,0.29
3061,78,42,3,1297.1200,2024-01-28,Cancelled,App,0.08
3062,44,534,1,1952.9600,2024-01-31,Completed,Store,0.11
3063,68,1534,4,1360.6400,2024-01-11,Completed,App,0.15
3064,87,63,2,1095.1700,2024-01-12,Cancelled,Store,0.26
3065,45,890,5,1545.3700,2024-02-29,Cancelled,Web,0.02
3066,41,1121,5,193.2500,2024-01-17,Cancelled,Web,0.02
3067,53,1311,2,851.5100,2024-02-02,Completed,Web,0.17
3068,10,233,2,1877.4900,2024-02-03,Cancelled,Web,0.27
3069,6,308,1,251.5900,2024-02-06,Completed,Store,0.28
3070,78,563,5,428.3900,2024-02-28,Cancelled,Web,0.28
3071,30,781,5,566.6600,2024-02-18,Completed,Store,0.15
3072,89,1423,4,504.8200,2024-02-09,Completed,Store,0.04
3073,40,1507,4,997.5700,2024-02-16,Completed,Web,0.13
3074,69,1017,5,1779.6000,2024-02-28,Cancelled,Store,0.18
3075,61,782,3,1869.5700,2024-01-03,Completed,Store,0.06
3076,59,1393,5,1413.7200,2024-02-16,Cancelled,Store,0.25
3077,95,1180,3,1481.4700,2024-03-01,Cancelled,Store,0.21
3078,84,1804,5,1454.0800,2024-02-19,Cancelled,Store,0.06
3079,71,1457,2,174.1800,2024-01-05,Cancelled,Web,0.28
3080,38,1257,4,814.2100,2024-01-26,Cancelled,Web,0.21
3081,46,1044,3,813.4300,2024-02-19,Cancelled,Web,0.11
3082,81,1832,2,1739.8500,2024-01-04,Cancelled,Web,0.25
3083,14,17,1,1934.0000,2024-01-09,Completed,App,0.07
3084,84,918,1,144.9100,2024-02-18,Completed,App,0.07
3085,59,1901,2,1681.7800,2024-02-15,Completed,Web,0.22
3086,22,1650,2,1161.1000,2024-02-10,Cancelled,App,0.05
3087,51,1629,2,1251.3300,2024-01-12,Completed,Web,0.24
3088,65,513,1,1414.8300,2024-02-23,Cancelled,Store,0.3
3089,28,1398,2,1972.6700,2024-01-12,Cancelled,Web,0.23
3090,62,1465,1,708.3800,2024-01-09,Cancelled,App,0.05
3091,37,510,5,827.6200,2024-01-06,Cancelled,App,0.25
3092,50,1203,2,1905.8800,2024-02-18,Completed,Web,0.21
3093,70,1158,5,224.5300,2024-01-15,Completed,Web,0.27
3094,33,1033,2,955.9200,2024-02-26,Cancelled,App,0.14
3095,88,967,2,1165.2800,2024-02-15,Cancelled,Web,0.1
3096,89,1403,5,282.2200,2024-02-03,Cancelled,Web,0.05
3097,61,568,3,814.0600,2024-02-16,Cancelled,Web,0.1
3098,56,1178,4,1048.8800,2024-01-18,Completed,Web,0.1
3099,2,1468,4,637.6100,2024-01-16,Completed,Store,0.13
3100,51,552,1,1248.2700,2024-01-12,Cancelled,Web,0.26
3101,51,1129,1,1796.9000,2024-02-22,Completed,App,0.02
3102,49,1934,4,1989.8000,2024-01-12,Cancelled,App,0.07
3103,74,1451,2,1738.1900,2024-01-20,Cancelled,Store,0.06
3104,93,830,1,1926.2800,2024-01-09,Completed,App,0.11
3105,99,1360,3,528.4300,2024-01-12,Completed,App,0.25
3106,46,998,5,1744.2500,2024-01-01,Completed,Store,0.24
3107,79,122,4,1795.7500,2024-02-27,Cancelled,App,0
3108,63,1434,3,536.9200,2024-02-27,Completed,Store,0.19
3109,72,137,2,555.9300,2024-01-18,Cancelled,Store,0.05
3110,21,1140,1,766.7800,2024-01-26,Completed,Store,0.16
3111,31,364,3,763.5300,2024-01-04,Completed,Store,0.05
3112,15,980,4,1204.6700,2024-01-23,Cancelled,Store,0.26
3113,19,1907,5,1527.8900,2024-02-22,Completed,Store,0.24
3114,70,1180,1,1650.5000,2024-02-08,Completed,App,0.24
3115,77,610,2,252.6600,2024-01-31,Cancelled,Web,0.08
3116,97,153,3,1677.4600,2024-02-27,Completed,Web,0.05
3117,72,156,2,1482.9300,2024-02-06,Completed,Store,0.21
3118,78,934,2,1771.9900,2024-01-14,Completed,Store,0.25
3119,40,1996,3,1655.1400,2024-01-27,Completed,Store,0.02
3120,7,255,2,1458.2000,2024-02-19,Cancelled,Store,0.03
3121,85,816,5,850.5300,2024-01-30,Cancelled,Web,0.14
3122,88,16,3,1189.9100,2024-01-18,Cancelled,Web,0.09
3123,68,618,4,984.5600,2024-02-26,Completed,App,0.08
3124,43,1901,3,1948.9000,2024-01-08,Cancelled,Store,0.25
3125,39,1021,5,1691.9800,2024-02-23,Completed,Store,0.02
3126,31,912,1,1261.1500,2024-01-01,Completed,App,0.04
3127,82,882,5,1317.7300,2024-02-21,Completed,App,0.22
3128,18,1510,2,1085.4700,2024-03-01,Cancelled,Store,0.01
3129,85,1082,5,1341.1700,2024-02-01,Cancelled,Store,0.12
3130,30,1179,2,439.3100,2024-01-01,Cancelled,Web,0.08
3131,22,1649,5,1294.6600,2024-01-15,Cancelled,App,0.23
3132,25,224,5,1811.9900,2024-01-05,Cancelled,Web,0.23
3133,2,219,4,2027.6800,2024-01-09,Cancelled,Store,0.02
3134,33,1889,2,1637.9700,2024-01-28,Completed,Web,0.16
3135,48,991,4,1554.0700,2024-02-12,Completed,Web,0.17
3136,24,63,3,1235.0500,2024-02-08,Completed,Web,0.21
3137,57,1226,2,1407.0500,2024-01-31,Completed,Store,0.27
3138,99,714,2,643.3200,2024-01-30,Cancelled,Web,0.29
3139,80,437,2,775.9500,2024-02-24,Cancelled,Web,0.23
3140,97,341,4,916.9200,2024-02-07,Completed,Web,0.2
3141,3,1331,5,1395.5600,2024-01-01,Completed,Web,0.21
3142,39,988,2,1511.7400,2024-02-29,Completed,App,0.21
3143,10,1258,3,1216.0800,2024-01-11,Cancelled,Store,0.27
3144,29,1253,4,234.5200,2024-02-11,Cancelled,Web,0.04
3145,98,1239,4,954.1200,2024-01-25,Completed,Web,0.12
3146,23,1567,1,424.6100,2024-01-01,Cancelled,App,0.01
3147,81,1677,4,623.2000,2024-01-11,Cancelled,Web,0.11
3148,14,1747,4,284.9600,2024-02-22,Completed,Web,0.21
3149,39,1131,3,1998.1600,2024-01-22,Cancelled,Store,0.15
3150,68,843,2,1925.7800,2024-01-01,Completed,App,0.12
3151,81,1025,3,1752.2100,2024-01-17,Completed,App,0.1
3152,1,1779,2,517.2300,2024-02-19,Cancelled,App,0.18
3153,21,866,2,1726.2700,2024-01-12,Cancelled,Web,0.05
3154,91,1814,2,1362.1100,2024-01-19,Cancelled,App,0.28
3155,71,106,3,1264.6500,2024-02-02,Cancelled,Store,0.16
3156,54,1337,2,1091.1100,2024-02-10,Completed,Store,0.13
3157,85,1240,4,1016.4500,2024-02-12,Completed,App,0.02
3158,98,1865,5,1324.1200,2024-01-15,Cancelled,App,0.19
3159,4,251,3,353.0900,2024-01-09,Completed,Store,0.29
3160,57,1111,4,1004.5400,2024-02-13,Completed,Store,0
3161,90,856,4,314.8200,2024-02-29,Cancelled,App,0.28
3162,76,1482,2,209.4200,2024-02-25,Cancelled,Web,0.18
3163,53,1369,3,728.3700,2024-01-25,Cancelled,Store,0.13
3164,95,649,3,125.0400,2024-02-02,Completed,App,0.16
3165,95,273,5,612.7500,2024-01-23,Completed,App,0.24
3166,98,345,4,269.7100,2024-01-05,Completed,App,0.3
3167,79,244,4,1607.1200,2024-01-05,Completed,App,0.27
3168,38,1016,2,1526.0400,2024-01-12,Completed,Web,0.19
3169,15,1198,5,1102.4100,2024-02-23,Completed,Store,0.25
3170,59,1064,5,1901.3500,2024-01-05,Cancelled,Web,0.07
3171,55,129,5,1557.7000,2024-01-14,Cancelled,App,0.17
3172,70,286,4,679.3700,2024-02-08,Completed,Store,0.23
3173,2,161,3,721.4800,2024-01-01,Completed,Store,0.24
3174,7,1517,2,1206.5600,2024-02-14,Completed,App,0.2
3175,75,1091,5,296.2400,2024-02-03,Completed,Store,0.26
3176,65,1603,5,279.7200,2024-02-24,Cancelled,App,0.22
3177,74,1569,4,732.8400,2024-01-16,Cancelled,Store,0.05
3178,46,1331,5,501.4200,2024-02-28,Completed,Store,0.04
3179,72,649,3,1373.2400,2024-02-07,Completed,Web,0.29
3180,25,1559,4,1621.1900,2024-02-19,Completed,Store,0.05
3181,6,185,4,1291.6600,2024-01-03,Completed,Store,0.17
3182,60,1145,3,1109.9000,2024-02-28,Completed,Store,0.19
3183,76,1887,4,864.0200,2024-02-12,Cancelled,App,0.21
3184,3,86,2,1810.6500,2024-02-19,Completed,App,0.06
3185,19,1732,4,2066.7800,2024-01-26,Cancelled,App,0.24
3186,21,1089,4,1373.7100,2024-01-15,Cancelled,App,0
3187,15,281,2,119.8000,2024-01-02,Completed,App,0.04
3188,30,1848,3,581.2300,2024-01-26,Cancelled,App,0.03
3189,75,893,5,958.3600,2024-01-08,Completed,App,0.14
3190,41,1093,5,575.5800,2024-02-26,Completed,App,0.06
3191,79,150,5,1347.9300,2024-01-29,Completed,App,0.17
3192,81,1322,4,1800.5300,2024-02-18,Cancelled,Web,0.29
3193,59,1542,1,1758.7200,2024-02-02,Completed,Web,0.19
3194,99,893,3,142.4700,2024-01-14,Cancelled,Web,0.08
3195,38,381,2,793.6300,2024-01-16,Cancelled,Web,0.29
3196,63,402,3,735.0000,2024-02-03,Completed,App,0.28
3197,4,1730,2,2151.5100,2024-02-02,Cancelled,Store,0.26
3198,11,1381,2,1039.4700,2024-01-04,Cancelled,App,0.21
3199,23,1544,5,1484.6800,2024-02-25,Completed,Web,0.19
3200,30,829,5,406.3000,2024-02-21,Completed,Store,0.21
3201,23,631,5,729.1700,2024-02-14,Completed,Store,0.01
3202,34,1465,4,1605.3100,2024-01-02,Cancelled,App,0.09
3203,57,1657,3,1975.2200,2024-02-06,Cancelled,Store,0.18
3204,66,1840,5,1860.7400,2024-01-01,Completed,Store,0.02
3205,76,1647,4,573.6300,2024-02-13,Completed,Web,0.03
3206,28,901,3,884.1400,2024-02-15,Cancelled,Web,0.12
3207,76,786,2,774.3200,2024-02-15,Completed,App,0.08
3208,81,1919,2,1896.3400,2024-02-01,Completed,Web,0.27
3209,89,1540,2,652.1700,2024-01-12,Completed,Store,0.29
3210,88,1151,4,1846.6800,2024-01-08,Cancelled,Store,0.29
3211,48,1377,4,1133.1200,2024-02-14,Cancelled,Store,0.28
3212,70,228,3,1473.6100,2024-01-08,Completed,App,0.19
3213,28,1208,2,834.4900,2024-02-11,Cancelled,Store,0.28
3214,4,1737,2,909.2100,2024-02-08,Cancelled,Store,0.25
3215,7,1369,1,1032.8000,2024-01-20,Completed,Web,0.12
3216,24,1802,3,1661.0800,2024-01-27,Completed,Store,0.09
3217,15,38,5,345.9400,2024-01-02,Cancelled,App,0.03
3218,24,1164,2,865.8100,2024-02-19,Completed,Web,0.01
3219,73,1746,4,1950.3300,2024-02-04,Cancelled,App,0.11
3220,93,1541,4,500.3400,2024-02-22,Completed,Store,0.03
3221,97,713,5,1464.9700,2024-02-11,Cancelled,Web,0.24
3222,84,310,2,1080.1400,2024-01-12,Cancelled,Web,0.13
3223,29,1464,5,1402.9000,2024-02-28,Completed,Store,0.15
3224,1,245,4,212.7400,2024-01-03,Cancelled,Store,0.11
3225,95,966,3,1287.1200,2024-02-25,Completed,Store,0.17
3226,98,1849,5,463.5300,2024-02-08,Cancelled,Web,0.05
3227,51,1339,2,1453.9700,2024-01-02,Completed,Web,0.03
3228,90,777,5,1893.6400,2024-02-15,Completed,Web,0.28
3229,6,1033,2,1056.9000,2024-02-23,Completed,Store,0.06
3230,5,1854,2,304.7200,2024-01-14,Cancelled,App,0.13
3231,34,1226,1,1565.1600,2024-01-30,Completed,Store,0.28
3232,43,454,4,1102.5500,2024-02-20,Completed,App,0.13
3233,49,609,4,1778.8700,2024-02-04,Completed,Store,0.03
3234,9,1867,2,956.5800,2024-01-28,Completed,Web,0.05
3235,23,770,3,1668.8500,2024-01-01,Cancelled,Web,0.09
3236,1,287,1,852.7500,2024-02-12,Completed,Store,0.24
3237,51,154,3,874.5900,2024-02-29,Completed,Web,0.12
3238,66,638,2,441.2400,2024-01-31,Cancelled,Web,0.12
3239,25,1242,2,297.5400,2024-01-29,Completed,App,0.08
3240,58,1073,4,386.7600,2024-02-09,Completed,App,0.17
3241,33,1603,3,1221.1900,2024-02-21,Cancelled,Web,0.14
3242,20,52,5,1551.3900,2024-01-06,Cancelled,Web,0.17
3243,50,966,4,1434.9300,2024-01-01,Cancelled,App,0.1
3244,79,1056,3,1901.7600,2024-02-07,Completed,Web,0.26
3245,69,1280,5,555.6100,2024-02-24,Cancelled,Web,0.27
3246,4,786,1,800.5100,2024-01-02,Cancelled,Web,0.18
3247,85,614,3,1883.9500,2024-01-28,Cancelled,Store,0.05
3248,85,392,3,1194.7900,2024-02-13,Cancelled,Web,0.18
3249,60,97,3,1917.6400,2024-02-08,Cancelled,Store,0.11
3250,38,791,3,309.9800,2024-01-11,Cancelled,Store,0.11
3251,28,85,4,432.0300,2024-02-19,Completed,Web,0.09
3252,54,477,1,628.2800,2024-01-25,Completed,App,0.08
3253,58,1608,5,450.8300,2024-01-06,Completed,Store,0.02
3254,56,108,4,529.7900,2024-02-14,Completed,Web,0.01
3255,100,1007,5,462.1100,2024-01-24,Cancelled,Web,0.19
3256,37,1044,4,1052.4500,2024-02-05,Completed,App,0.2
3257,76,1492,3,1347.0500,2024-02-02,Completed,App,0.13
3258,5,1708,2,1457.9400,2024-01-02,Cancelled,App,0.24
3259,92,1812,4,1022.2700,2024-02-08,Completed,Store,0.25
3260,45,339,1,1405.9600,2024-01-01,Completed,Store,0.05
3261,36,1707,4,1905.0600,2024-01-27,Cancelled,Web,0.06
3262,19,1249,1,921.9800,2024-01-22,Completed,Store,0.2
3263,53,1863,3,1784.9700,2024-01-14,Cancelled,Web,0.2
3264,95,1499,4,1792.4400,2024-02-13,Completed,App,0.15
3265,82,1435,4,926.8500,2024-02-26,Completed,Store,0.11
3266,10,99,4,978.0300,2024-01-15,Cancelled,App,0.16
3267,5,1979,2,854.2300,2024-02-17,Completed,Web,0.26
3268,36,1490,2,1164.0300,2024-01-05,Completed,App,0.19
3269,61,1472,5,277.9900,2024-01-03,Cancelled,App,0.13
3270,58,220,5,1590.4100,2024-01-15,Completed,App,0.22
3271,94,1203,2,391.0500,2024-02-15,Cancelled,Store,0
3272,7,628,5,1469.6300,2024-03-01,Completed,App,0.02
3273,33,1936,5,354.6800,2024-02-28,Completed,App,0.11
3274,78,1973,2,1449.6500,2024-02-07,Cancelled,Web,0.11
3275,97,1197,2,1731.8500,2024-02-01,Cancelled,Store,0.06
3276,97,1003,3,1628.1700,2024-01-03,Completed,Web,0.25
3277,70,992,3,1325.3700,2024-02-12,Completed,App,0.22
3278,98,517,1,469.5400,2024-02-14,Cancelled,Web,0.08
3279,37,1983,5,1716.3800,2024-01-30,Completed,Web,0.05
3280,78,893,1,978.9700,2024-01-30,Cancelled,App,0.1
3281,82,1711,1,615.8900,2024-02-08,Cancelled,Store,0.1
3282,79,1513,3,1174.1500,2024-01-12,Completed,Store,0
3283,24,1166,5,509.8400,2024-02-18,Cancelled,Store,0.24
3284,23,1179,3,391.7800,2024-01-21,Completed,Web,0.14
3285,97,1130,4,1813.7900,2024-02-29,Completed,App,0.18
3286,88,423,1,378.9000,2024-01-01,Completed,App,0.11
3287,80,675,1,817.4900,2024-02-01,Cancelled,Web,0.02
3288,27,1516,4,1383.0500,2024-01-27,Completed,App,0.28
3289,26,1451,4,1750.9600,2024-02-07,Cancelled,App,0.14
3290,46,779,2,841.3600,2024-02-10,Cancelled,App,0.28
3291,49,1890,5,1513.7200,2024-01-13,Cancelled,App,0.26
3292,6,66,1,784.2500,2024-01-15,Completed,Store,0.23
3293,85,49,2,1972.2400,2024-02-16,Cancelled,App,0.22
3294,32,1500,4,1545.4200,2024-01-10,Completed,Store,0.2
3295,27,1664,5,1870.8100,2024-03-01,Completed,App,0.01
3296,8,632,4,986.8600,2024-01-19,Completed,Web,0.28
3297,17,545,4,1877.0900,2024-01-20,Cancelled,Web,0.2
3298,46,1892,3,883.1600,2024-02-28,Cancelled,Store,0.17
3299,87,1891,1,236.8600,2024-02-27,Cancelled,Store,0.08
3300,6,1366,1,441.0600,2024-02-01,Completed,App,0.12
3301,64,727,4,1559.3100,2024-01-29,Cancelled,App,0.28
3302,17,88,1,1629.0800,2024-02-06,Completed,App,0.19
3303,40,17,5,1039.4500,2024-02-11,Cancelled,Web,0.03
3304,31,952,5,960.2500,2024-02-24,Cancelled,Store,0.05
3305,45,1308,4,895.0700,2024-02-07,Completed,Web,0.16
3306,48,485,3,1285.5800,2024-01-16,Cancelled,Store,0.14
3307,82,301,5,1873.3900,2024-02-12,Cancelled,App,0.2
3308,12,828,3,421.3300,2024-01-15,Cancelled,Web,0.23
3309,64,1209,3,761.6500,2024-01-31,Cancelled,Web,0.03
3310,52,284,3,501.9600,2024-01-25,Cancelled,Store,0.13
3311,54,1435,1,911.1900,2024-02-23,Cancelled,Web,0.29
3312,35,108,1,1014.8400,2024-01-22,Cancelled,Web,0.28
3313,61,1871,2,1510.9400,2024-01-30,Cancelled,Web,0.09
3314,78,1627,3,1462.5600,2024-02-09,Cancelled,Store,0.03
3315,50,535,3,934.6600,2024-02-04,Completed,Web,0.27
3316,41,1456,4,451.3800,2024-01-31,Cancelled,Store,0.07
3317,27,105,3,1440.2800,2024-01-31,Completed,Store,0.03
3318,44,1548,2,1935.8400,2024-03-01,Completed,Store,0.07
3319,2,790,2,1734.6400,2024-01-28,Cancelled,Store,0.18
3320,6,1366,3,1261.7400,2024-01-28,Cancelled,Web,0.17
3321,62,718,1,1236.8900,2024-02-15,Cancelled,Web,0.13
3322,74,1286,2,1306.9300,2024-02-07,Cancelled,Web,0.08
3323,55,1240,4,154.8000,2024-02-06,Completed,Web,0.24
3324,78,1021,3,1309.7700,2024-01-26,Cancelled,Web,0.25
3325,67,387,1,1681.2500,2024-02-22,Completed,Web,0.07
3326,22,45,3,1116.2500,2024-02-04,Cancelled,App,0.05
3327,47,1296,1,1866.1000,2024-01-27,Completed,App,0.22
3328,94,1911,2,1299.9500,2024-02-19,Completed,Store,0.29
3329,15,396,5,1427.4600,2024-01-30,Cancelled,Store,0.05
3330,12,1531,1,865.7800,2024-02-08,Cancelled,App,0.05
3331,61,515,4,953.2900,2024-01-19,Completed,Store,0.05
3332,27,1487,1,223.5000,2024-02-15,Completed,App,0.21
3333,63,1729,5,1129.4200,2024-02-18,Completed,Store,0.23
3334,38,272,1,618.7000,2024-02-21,Cancelled,Web,0.17
3335,41,1343,1,1766.3400,2024-01-28,Cancelled,Store,0.18
3336,57,958,5,1702.6600,2024-01-05,Cancelled,Web,0.23
3337,80,493,2,372.2200,2024-01-20,Completed,App,0.14
