order_id,payment_amount,payment_method,payment_date
15691,291.6000,NetBanking,2024-02-22
5083,1292.8500,Wallet,2024-01-20
3345,576.0300,UPI,2024-02-05
2587,1609.1600,Wallet,2024-02-25
2070,959.0900,NetBanking,2024-02-15
2758,1672.4200,Wallet,2024-02-19
7880,326.2700,UPI,2024-01-18
4636,1773.1200,Card,2024-02-21
814,1204.4700,UPI,2024-02-08
13271,1672.9600,NetBanking,2024-01-01
9493,437.6300,NetBanking,2024-02-12
14176,467.3700,Card,2024-02-04
7728,1591.4100,UPI,2024-02-13
5050,1981.1500,NetBanking,2024-02-29
14971,887.0500,NetBanking,2024-02-05
7939,666.5400,UPI,2024-01-21
14071,1724.0400,UPI,2024-02-19
635,1849.8800,Wallet,2024-02-10
10338,1922.9900,NetBanking,2024-02-15
10685,1800.3200,NetBanking,2024-01-13
16726,626.7600,Card,2024-02-22
438,412.5700,UPI,2024-02-09
1889,499.3500,Card,2024-02-03
7632,1670.0000,UPI,2024-02-11
10570,423.6100,UPI,2024-01-16
2124,376.0400,Wallet,2024-02-27
16182,1619.4700,NetBanking,2024-02-15
13280,1887.9600,Card,2024-01-22
13673,1174.1900,Wallet,2024-02-01
3747,955.2700,UPI,2024-02-09
4650,1564.5100,NetBanking,2024-03-01
18343,440.7600,UPI,2024-02-10
18624,1329.6500,Card,2024-02-14
15687,2266.9700,NetBanking,2024-02-04
9865,313.6400,NetBanking,2024-01-19
6361,199.9100,NetBanking,2024-01-10
18483,325.2800,Wallet,2024-01-31
10838,1792.6400,Wallet,2024-01-24
18371,954.9700,NetBanking,2024-02-13
6823,960.9700,Wallet,2024-01-03
11998,603.9500,Card,2024-01-28
3068,1334.4800,NetBanking,2024-01-12
11310,1794.3500,Card,2024-02-14
7301,1652.6100,UPI,2024-01-24
14277,1981.6000,NetBanking,2024-01-06
18464,714.6100,NetBanking,2024-02-26
13224,497.8900,Card,2024-02-28
3568,953.6400,Card,2024-02-14
12442,1829.8500,UPI,2024-01-31
4844,725.4200,UPI,2024-02-10
397,151.9500,Wallet,2024-01-28
8638,697.2600,NetBanking,2024-01-28
19339,1173.3800,UPI,2024-01-23
18393,1719.3400,NetBanking,2024-01-21
6492,1768.0200,NetBanking,2024-01-24
11713,838.0600,Card,2024-02-05
8896,490.5000,Wallet,2024-01-26
253,1788.7800,Wallet,2024-01-13
1979,469.6600,Card,2024-01-03
7100,725.9500,UPI,2024-01-17
1567,496.3100,Card,2024-02-14
18233,1355.0200,Card,2024-01-28
328,652.5100,NetBanking,2024-02-07
18125,803.1800,Card,2024-02-23
11096,436.5300,Wallet,2024-02-18
7785,1968.4700,NetBanking,2024-01-26
17490,380.3400,NetBanking,2024-01-21
16377,1078.8200,Card,2024-02-11
12845,1956.7300,Card,2024-01-22
4330,2158.3900,Card,2024-02-24
7325,597.5100,Wallet,2024-02-07
8001,111.0600,UPI,2024-02-23
3643,1179.3900,NetBanking,2024-02-24
18348,878.2800,NetBanking,2024-02-14
2599,1913.1700,Wallet,2024-01-13
18260,565.8000,Card,2024-01-28
4068,243.2200,Card,2024-02-17
5855,1026.4700,Card,2024-02-11
19186,800.8300,Wallet,2024-01-29
10588,1371.6800,UPI,2024-02-16
10045,1595.0100,Card,2024-01-23
6441,1194.0200,Wallet,2024-02-28
4117,618.5800,NetBanking,2024-01-22
17224,1979.9100,UPI,2024-01-12
14313,737.5100,Wallet,2024-02-03
1568,385.4000,UPI,2024-02-23
4195,1379.3200,Wallet,2024-02-21
11542,1991.0000,Card,2024-01-08
5819,1444.8200,Wallet,2024-03-01
389,1963.6300,NetBanking,2024-01-02
7295,520.8200,UPI,2024-01-15
8021,991.4700,Wallet,2024-02-16
6162,353.1300,Wallet,2024-02-29
14619,1266.6400,Card,2024-02-21
6436,171.0400,NetBanking,2024-02-18
11068,354.5000,Card,2024-01-06
8783,1381.4000,Card,2024-02-19
1918,1297.3900,NetBanking,2024-02-11
19106,698.2200,Wallet,2024-01-07
12000,1862.3100,UPI,2024-02-11
12362,1238.5900,Wallet,2024-02-27
7665,187.0000,NetBanking,2024-01-21
10479,589.5100,NetBanking,2024-02-23
1944,1714.7000,NetBanking,2024-01-26
6506,628.1700,UPI,2024-02-05
13359,738.9200,UPI,2024-01-17
2623,1380.7500,NetBanking,2024-02-16
14247,263.6300,Card,2024-01-30
14512,941.5600,NetBanking,2024-02-05
14390,222.4700,Card,2024-02-22
10362,802.3100,NetBanking,2024-02-16
6536,1559.0200,Card,2024-01-29
4726,1150.0500,Wallet,2024-01-02
19644,171.7200,Wallet,2024-02-21
4971,458.1300,NetBanking,2024-02-09
19593,1801.7500,Card,2024-02-08
10803,1343.5300,Card,2024-01-04
3588,654.3800,Wallet,2024-01-23
7452,1972.5800,Wallet,2024-02-11
11776,646.5100,Wallet,2024-02-08
8885,1894.2000,NetBanking,2024-02-08
9208,1907.3300,Card,2024-01-12
13696,1644.8200,Card,2024-02-07
16687,1729.0300,UPI,2024-02-11
18100,1499.8900,UPI,2024-01-03
10804,1694.2900,NetBanking,2024-01-30
8632,1108.8100,Wallet,2024-01-19
15502,1351.6900,UPI,2024-02-01
7603,956.1100,NetBanking,2024-01-07
131,205.9000,UPI,2024-01-29
10708,1728.2500,NetBanking,2024-02-23
8879,1717.9700,Card,2024-01-18
1358,331.1300,NetBanking,2024-01-26
13578,943.5100,Card,2024-02-10
17100,178.0300,UPI,2024-01-04
3460,114.7400,Wallet,2024-02-29
7824,1779.1400,NetBanking,2024-01-11
17220,1044.3000,Wallet,2024-01-20
16095,815.2400,UPI,2024-02-29
453,1229.8200,UPI,2024-02-01
2522,1545.2600,NetBanking,2024-01-11
18954,939.1600,UPI,2024-02-13
15814,294.8400,Wallet,2024-01-08
11816,1156.6400,UPI,2024-02-17
11407,1237.1200,UPI,2024-01-09
6713,952.8000,UPI,2024-01-28
10525,718.8700,UPI,2024-02-06
8438,583.9300,NetBanking,2024-01-07
4271,1611.4300,NetBanking,2024-02-01
16951,1037.7900,UPI,2024-01-16
15776,1286.7300,Card,2024-01-19
2531,1364.0300,Card,2024-02-10
2772,1856.1400,Wallet,2024-01-27
19938,1325.6400,Wallet,2024-01-27
1667,201.2900,UPI,2024-01-10
1400,634.1900,Wallet,2024-02-14
659,1801.2100,Card,2024-01-06
1448,1592.2200,Card,2024-01-12
16288,1327.2700,UPI,2024-01-25
13463,713.7100,Wallet,2024-02-26
7678,1154.7600,UPI,2024-01-26
11380,1978.0000,NetBanking,2024-02-07
8874,174.3100,NetBanking,2024-02-28
18488,1766.3700,Wallet,2024-02-12
10646,757.9200,Card,2024-02-15
4501,1543.7300,Wallet,2024-02-05
6727,1901.2200,Card,2024-02-26
15406,1683.7600,NetBanking,2024-01-15
2489,1531.6200,Card,2024-02-08
4381,1027.9700,UPI,2024-02-09
18798,387.0500,NetBanking,2024-01-31
954,926.5500,Card,2024-01-30
18215,830.1200,Card,2024-02-15
19036,1013.6300,UPI,2024-01-18
16071,637.8400,Wallet,2024-01-25
5687,572.2300,Wallet,2024-01-28
14213,1032.4900,NetBanking,2024-01-21
10949,927.3300,Wallet,2024-01-26
2790,308.0300,Wallet,2024-01-09
10619,129.6000,Wallet,2024-01-28
5558,1288.2400,UPI,2024-01-09
7400,1636.8300,Wallet,2024-01-30
11937,1353.0100,UPI,2024-01-17
796,1156.4700,Wallet,2024-02-12
14923,1403.1300,Wallet,2024-01-18
8754,146.6300,Wallet,2024-02-29
13757,1813.4600,Wallet,2024-02-21
5804,678.2100,UPI,2024-02-28
7815,873.3200,NetBanking,2024-01-04
18767,251.7800,NetBanking,2024-01-07
13986,128.0800,Wallet,2024-01-08
3296,1970.3300,UPI,2024-01-13
12936,127.2700,Card,2024-02-14
4293,1776.6600,UPI,2024-02-17
1939,1857.4100,Card,2024-01-10
1814,1601.4500,Card,2024-01-30
13761,595.2000,Wallet,2024-01-13
4203,927.1600,UPI,2024-02-15
7618,656.0800,Wallet,2024-02-07
5033,678.8100,NetBanking,2024-01-28
1640,1018.6400,Wallet,2024-01-22
9780,1336.1900,NetBanking,2024-01-27
10533,1753.1100,Card,2024-02-20
13002,331.7000,NetBanking,2024-02-24
7993,1666.4700,Wallet,2024-01-10
3413,1219.9300,UPI,2024-02-02
2850,187.1000,Wallet,2024-01-22
9738,709.0200,UPI,2024-01-28
19645,1519.5900,UPI,2024-01-20
8921,1897.0900,Wallet,2024-02-09
3598,1610.5700,Card,2024-01-23
3421,584.9500,UPI,2024-01-22
5650,633.9300,Wallet,2024-02-12
4688,931.7100,NetBanking,2024-02-12
8032,892.8500,Card,2024-01-24
19799,285.3600,UPI,2024-01-02
13033,1204.1400,Card,2024-01-27
14905,1077.7700,Wallet,2024-01-25
11828,638.1300,Card,2024-02-03
6035,476.9200,Card,2024-01-07
5374,1099.9500,UPI,2024-02-21
15215,124.5300,Wallet,2024-02-24
12385,384.9200,Wallet,2024-02-20
1324,275.4200,Wallet,2024-02-09
18727,1379.4500,Wallet,2024-01-10
9931,714.9700,Wallet,2024-01-12
15077,312.1700,UPI,2024-02-12
4081,1308.7900,UPI,2024-01-08
10437,182.5100,Card,2024-02-21
6608,661.5300,UPI,2024-03-01
5749,1731.2000,UPI,2024-02-03
9444,920.7900,UPI,2024-01-24
8878,256.4800,UPI,2024-02-11
5166,623.2500,UPI,2024-02-09
12188,189.7900,Card,2024-02-01
12946,159.6600,Wallet,2024-02-01
3662,1971.7500,Wallet,2024-01-05
15950,1176.2600,Card,2024-01-23
11882,1516.5700,Card,2024-02-16
2251,704.6500,Wallet,2024-01-29
16624,1667.6700,UPI,2024-01-06
5057,544.6600,NetBanking,2024-02-20
5827,1071.7300,Card,2024-02-29
6860,919.5800,Card,2024-02-14
12848,1472.1900,UPI,2024-02-11
707,944.2300,NetBanking,2024-01-10
8709,1806.1000,NetBanking,2024-02-05
1075,688.0900,Card,2024-02-22
16261,275.8500,Card,2024-02-22
13676,1825.8500,NetBanking,2024-02-03
19174,1327.1300,Wallet,2024-02-20
4158,1042.5400,NetBanking,2024-02-12
19436,109.9100,NetBanking,2024-02-16
13225,962.8100,Wallet,2024-01-25
14663,504.2400,NetBanking,2024-01-23
19161,426.5100,Wallet,2024-02-27
2883,926.3300,UPI,2024-02-15
473,1004.9900,Card,2024-01-03
7469,980.9100,Card,2024-02-23
15669,1518.3800,NetBanking,2024-02-21
6790,784.8000,NetBanking,2024-02-02
2325,1530.6500,NetBanking,2024-01-14
11913,391.1900,Card,2024-02-24
11794,1864.9800,Card,2024-01-31
11257,105.0400,UPI,2024-02-04
16176,496.5200,NetBanking,2024-01-21
13737,266.6100,Card,2024-01-24
18181,1705.2700,UPI,2024-02-07
19537,1357.4100,UPI,2024-01-05
451,1351.4900,NetBanking,2024-02-21
3665,1045.8100,NetBanking,2024-02-22
11084,405.3800,UPI,2024-01-06
16615,1338.5800,NetBanking,2024-01-08
19817,840.2600,Wallet,2024-02-09
14455,1409.6600,UPI,2024-02-21
13062,774.2200,Wallet,2024-01-24
1180,890.1600,Card,2024-01-11
13346,1043.0500,NetBanking,2024-01-30
1221,681.0800,Card,2024-01-18
3760,916.9600,NetBanking,2024-01-31
4671,898.4700,UPI,2024-02-13
17405,163.8200,UPI,2024-01-09
14439,762.1900,UPI,2024-02-18
18938,808.2300,Card,2024-02-28
3642,1975.5400,Card,2024-01-26
11955,1867.6800,UPI,2024-01-11
5657,1579.3500,NetBanking,2024-01-04
7234,1305.9900,Card,2024-02-22
3718,1676.4000,UPI,2024-01-31
18041,970.3600,UPI,2024-01-09
1747,1681.2600,Card,2024-01-31
2101,1523.6500,Card,2024-01-02
3252,907.7300,UPI,2024-03-01
12973,1676.6600,UPI,2024-02-12
1946,296.1300,UPI,2024-02-07
16936,1321.5800,Wallet,2024-01-04
16724,434.5300,Card,2024-02-07
17564,506.6000,NetBanking,2024-01-18
18232,1493.7100,NetBanking,2024-02-17
11931,1079.3600,Card,2024-02-21
11406,997.8000,UPI,2024-02-09
11958,1109.4800,UPI,2024-01-21
9343,1417.3600,Card,2024-02-04
11326,740.3000,UPI,2024-02-15
15032,184.6000,Card,2024-02-05
11640,555.1900,UPI,2024-01-17
109,839.3000,Card,2024-01-18
15356,1094.6200,Wallet,2024-01-18
8003,1645.0600,Wallet,2024-02-12
11906,827.7200,UPI,2024-01-21
13378,161.3600,NetBanking,2024-01-07
18626,448.8400,Wallet,2024-02-02
15696,409.1600,Card,2024-02-01
5142,1612.6200,Wallet,2024-01-02
14804,866.8300,UPI,2024-02-03
19746,276.4900,NetBanking,2024-01-07
14422,1633.6000,Wallet,2024-02-25
1342,1404.1600,NetBanking,2024-01-02
15951,101.9500,UPI,2024-01-01
9270,195.7900,NetBanking,2024-01-14
14239,1435.3700,NetBanking,2024-02-11
10620,385.3600,UPI,2024-02-06
12330,1257.1400,NetBanking,2024-02-08
16114,1243.6300,NetBanking,2024-01-29
15629,1353.2000,UPI,2024-01-26
16329,667.2800,Card,2024-01-01
18785,978.2800,Card,2024-02-01
3504,557.7900,Wallet,2024-02-06
12103,816.5200,UPI,2024-02-13
14236,1701.2900,NetBanking,2024-02-11
3791,1569.5100,UPI,2024-02-07
6900,1876.9800,UPI,2024-01-03
11336,817.3000,Wallet,2024-01-27
18314,1899.8600,UPI,2024-01-04
14535,832.7800,Wallet,2024-01-27
16859,895.4700,Wallet,2024-01-18
186,297.2600,UPI,2024-02-13
7902,1847.4100,Card,2024-01-04
13266,912.5600,Card,2024-02-28
7308,205.2000,UPI,2024-01-14
10181,458.0500,UPI,2024-01-07
2039,542.4000,Wallet,2024-02-07
14223,1774.9700,Card,2024-01-26
13208,1802.7000,NetBanking,2024-01-18
668,281.3700,Wallet,2024-02-24
5105,1517.2800,Card,2024-02-05
3646,1534.6900,Card,2024-01-17
444,233.0400,UPI,2024-01-06
13886,1010.3800,Card,2024-01-31
12018,1155.5500,UPI,2024-01-26
2688,1588.1600,Wallet,2024-01-20
494,1563.0500,Card,2024-02-14
17742,1354.9700,NetBanking,2024-01-11
524,994.8500,UPI,2024-01-14
15223,1005.9200,Wallet,2024-02-15
10825,649.8700,Card,2024-02-08
10567,1663.8300,UPI,2024-03-01
7752,1257.9300,Wallet,2024-01-25
8150,1564.3600,UPI,2024-02-07
16549,235.7800,Card,2024-02-14
9156,1346.8900,UPI,2024-01-09
12290,383.9100,Wallet,2024-01-18
8367,1488.8600,UPI,2024-02-08
3669,861.0500,Card,2024-01-09
19360,1399.6100,Card,2024-02-18
18856,1583.2100,Wallet,2024-01-09
7552,988.6400,Wallet,2024-03-01
17886,658.2400,Card,2024-02-04
17908,1058.1700,Wallet,2024-01-08
13406,260.1100,NetBanking,2024-01-12
8873,1488.6600,UPI,2024-02-09
11426,925.8900,Card,2024-01-13
3053,1017.3400,Card,2024-02-24
1832,947.1300,NetBanking,2024-01-19
16855,855.8000,Card,2024-01-10
11904,869.8900,Card,2024-01-12
7252,1741.5900,Card,2024-01-28
6918,1116.4500,Wallet,2024-02-14
17344,1080.8800,Wallet,2024-01-30
15153,1442.7900,NetBanking,2024-01-17
7355,1869.6900,Card,2024-02-27
15361,1852.7700,Wallet,2024-01-22
12539,1528.0300,Card,2024-02-20
6382,1062.8600,NetBanking,2024-01-02
2050,264.3200,UPI,2024-01-12
9725,649.0800,Wallet,2024-01-30
5981,180.2600,NetBanking,2024-01-04
7625,1423.9700,UPI,2024-02-19
2257,1037.9200,Wallet,2024-02-09
6410,1552.4100,Wallet,2024-01-12
17521,1797.6400,UPI,2024-01-25
18415,1757.0400,Card,2024-01-17
17543,1921.8200,Wallet,2024-02-24
10571,1107.4400,UPI,2024-02-09
9611,1041.0500,NetBanking,2024-02-18
11014,1417.4800,NetBanking,2024-01-30
8428,1015.8800,UPI,2024-02-05
3440,1444.5900,NetBanking,2024-02-11
4722,1788.8600,Wallet,2024-02-10
12550,1171.7200,Wallet,2024-02-05
12444,1332.6500,UPI,2024-02-12
9220,1518.5000,NetBanking,2024-02-08
16960,456.0400,Card,2024-01-14
4440,1549.0200,Card,2024-02-24
13500,832.6400,Card,2024-01-06
6469,1155.2400,NetBanking,2024-02-07
1690,1108.6900,Wallet,2024-01-31
6395,564.3100,Card,2024-02-15
6850,1762.4500,Card,2024-02-17
11669,1739.5800,NetBanking,2024-02-19
15645,116.9200,Card,2024-01-21
2024,539.9400,Card,2024-02-11
9858,1340.8500,Wallet,2024-02-28
19177,1849.7000,Card,2024-02-26
17515,749.7900,Wallet,2024-01-13
11275,1167.7000,UPI,2024-01-28
10411,1549.1800,Card,2024-02-14
478,116.3200,Card,2024-02-01
12286,1727.8900,NetBanking,2024-02-13
19686,1724.3900,Wallet,2024-01-14
10927,1531.1100,Card,2024-01-21
5969,395.0600,UPI,2024-01-20
14933,826.3300,UPI,2024-02-04
5751,1224.9100,UPI,2024-02-29
8011,2241.8700,Wallet,2024-01-26
15900,221.0800,UPI,2024-02-02
12954,735.6600,UPI,2024-02-21
2974,684.2500,Wallet,2024-02-02
13550,1191.6800,NetBanking,2024-01-03
9003,1957.4000,UPI,2024-01-08
1333,674.0200,NetBanking,2024-02-21
12994,1815.9400,Card,2024-01-02
5273,1283.2000,UPI,2024-02-15
13071,1993.5500,NetBanking,2024-01-19
10859,352.7800,Card,2024-02-09
9000,1313.3300,Card,2024-02-25
14867,1485.3500,UPI,2024-01-07
15781,397.0400,UPI,2024-02-01
18294,133.0300,Card,2024-02-22
10940,305.6500,Card,2024-02-23
183,303.5300,NetBanking,2024-01-06
3064,1672.2400,Card,2024-01-11
16437,473.0500,Card,2024-01-09
17944,1143.1100,Wallet,2024-01-08
3424,866.9000,UPI,2024-02-09
3710,976.3300,Wallet,2024-01-22
3249,366.5800,Wallet,2024-02-21
5822,820.7700,Wallet,2024-01-09
19680,1724.9800,NetBanking,2024-02-02
8031,1068.5100,NetBanking,2024-01-31
2130,1277.8200,NetBanking,2024-01-26
13548,1788.9300,Wallet,2024-02-25
5509,692.5000,UPI,2024-01-30
18915,894.3200,Card,2024-02-24
9834,1303.8600,Wallet,2024-01-07
4870,498.2000,Card,2024-01-26
4315,1926.7400,NetBanking,2024-01-28
274,532.7800,Card,2024-01-14
2760,916.9700,NetBanking,2024-02-05
17293,1028.2900,UPI,2024-01-30
6179,1949.9100,Card,2024-02-19
11989,1364.7700,Wallet,2024-01-02
5074,1789.0000,Card,2024-01-31
9125,1836.1900,Card,2024-02-14
3049,1706.9000,NetBanking,2024-02-12
3737,1097.2300,UPI,2024-01-28
3354,629.3000,Wallet,2024-02-16
5849,488.5200,UPI,2024-01-25
4218,1115.9600,UPI,2024-02-07
5740,1887.2000,Card,2024-02-16
2281,681.9200,NetBanking,2024-01-17
13361,1853.5700,NetBanking,2024-01-11
9517,1536.7000,Card,2024-02-17
4577,1553.5500,Card,2024-03-01
9850,1447.3400,Wallet,2024-02-04
5697,1591.2100,NetBanking,2024-02-05
12207,1920.6300,UPI,2024-01-22
12063,262.4600,Card,2024-01-23
1796,1141.8700,Wallet,2024-01-21
9183,624.3000,Card,2024-01-09
16988,1645.7500,NetBanking,2024-01-14
12084,704.7900,Card,2024-02-18
16170,331.7900,UPI,2024-02-06
19461,739.4900,Card,2024-02-04
424,920.5400,Card,2024-01-06
15789,1886.6700,Card,2024-02-05
7427,411.2500,Card,2024-01-22
18965,833.5500,NetBanking,2024-02-17
10997,1087.6600,Wallet,2024-02-01
1046,1450.9600,Wallet,2024-02-23
4573,1201.8700,UPI,2024-01-07
13439,463.2900,NetBanking,2024-02-05
2482,1570.6900,UPI,2024-02-04
8060,1235.7800,Card,2024-01-19
2851,784.5300,Card,2024-02-04
19818,407.3200,NetBanking,2024-02-20
15200,1107.2100,NetBanking,2024-01-16
17538,150.9100,Card,2024-02-02
17749,1311.5500,UPI,2024-03-01
14801,1801.1400,NetBanking,2024-01-09
5052,1320.7800,UPI,2024-01-17
8206,430.2600,Wallet,2024-02-01
13835,1491.4900,Card,2024-02-05
13449,1251.8100,Wallet,2024-02-24
9965,143.6300,UPI,2024-01-15
14491,1670.2300,UPI,2024-02-05
5205,1121.9400,UPI,2024-01-26
1351,1034.5500,UPI,2024-02-20
1187,1862.6300,UPI,2024-01-20
4906,178.2600,NetBanking,2024-02-19
11070,1695.2400,Card,2024-01-28
3347,1184.1600,NetBanking,2024-02-18
391,1058.5300,NetBanking,2024-02-01
7838,101.1100,Wallet,2024-01-20
13024,1138.1300,UPI,2024-01-02
3899,1797.0200,UPI,2024-02-12
11458,620.8600,Card,2024-02-10
12255,1804.2800,Card,2024-02-28
19050,1442.6600,UPI,2024-01-08
4334,1029.7700,Wallet,2024-02-15
3828,1927.5100,UPI,2024-01-17
11248,1061.1200,Wallet,2024-01-23
3519,1440.9200,Wallet,2024-02-05
1555,705.0100,Wallet,2024-01-16
18211,712.1400,NetBanking,2024-02-01
1539,374.9300,NetBanking,2024-02-11
3544,1644.1100,NetBanking,2024-02-03
3221,1682.7800,NetBanking,2024-02-10
15046,887.0400,Wallet,2024-01-03
8213,1094.5400,NetBanking,2024-01-22
4000,150.7100,UPI,2024-02-12
17361,1502.0100,UPI,2024-01-19
18777,609.1400,Card,2024-02-16
18887,1388.0600,Card,2024-01-13
2952,1978.8100,UPI,2024-02-06
9978,1313.1700,UPI,2024-02-07
8913,1248.6800,NetBanking,2024-01-02
19406,1793.2300,Card,2024-01-18
16527,1916.2500,Card,2024-02-24
16714,1216.6400,Card,2024-01-22
11247,1774.1000,NetBanking,2024-01-08
15245,2015.7200,NetBanking,2024-01-12
3357,1879.4300,UPI,2024-02-29
16085,1764.3800,UPI,2024-01-24
17024,932.0700,NetBanking,2024-01-21
12355,168.2300,UPI,2024-02-27
5406,984.2000,Card,2024-02-16
15074,1021.9900,UPI,2024-01-23
13974,1301.3900,Wallet,2024-02-23
18487,2153.6000,Wallet,2024-02-19
3549,818.4800,Card,2024-01-08
17874,1195.2200,Wallet,2024-01-04
3061,103.1100,UPI,2024-02-06
17551,1426.6500,NetBanking,2024-02-01
8382,132.0100,Card,2024-02-27
5688,699.2400,UPI,2024-02-10
1634,1295.1400,NetBanking,2024-02-21
16922,962.4100,NetBanking,2024-02-11
16200,1952.9600,UPI,2024-02-14
2893,1560.0700,Wallet,2024-02-08
17138,251.0200,NetBanking,2024-02-10
16028,1619.0300,NetBanking,2024-02-23
16290,623.6800,UPI,2024-02-26
1228,1386.1200,UPI,2024-02-10
4094,1174.7600,NetBanking,2024-01-17
1359,709.9400,Card,2024-01-03
9767,510.2400,NetBanking,2024-02-07
9207,989.0800,UPI,2024-02-23
13268,1054.9600,UPI,2024-02-28
19503,1992.8900,Card,2024-01-05
4015,1388.4000,Card,2024-01-26
15007,331.3500,UPI,2024-02-27
10911,1787.2100,NetBanking,2024-02-06
4489,709.7100,Wallet,2024-02-28
12629,1162.3700,UPI,2024-01-28
13669,681.3700,UPI,2024-02-02
8409,683.0900,NetBanking,2024-02-05
12152,759.8200,UPI,2024-02-20
1193,936.8600,Wallet,2024-01-17
13325,1396.1600,Card,2024-02-06
14549,802.8200,UPI,2024-01-21
18372,965.3200,Wallet,2024-01-17
13313,763.7500,NetBanking,2024-01-03
6540,1133.6600,UPI,2024-02-27
1723,532.1200,Wallet,2024-02-21
18283,698.1600,UPI,2024-02-04
871,249.2900,NetBanking,2024-02-16
6336,1663.4600,UPI,2024-02-14
5329,1805.0500,NetBanking,2024-02-15
15812,200.8600,NetBanking,2024-01-12
15747,577.5200,Wallet,2024-01-03
769,1873.9000,UPI,2024-02-14
13672,230.8200,NetBanking,2024-02-26
13305,1496.1700,NetBanking,2024-01-29
13172,827.9600,UPI,2024-02-29
19699,491.1600,UPI,2024-03-01
7883,695.4700,Wallet,2024-02-23
4596,736.4800,Card,2024-01-08
11562,567.8200,Card,2024-02-19
4519,1452.1100,Card,2024-02-29
5080,811.2900,Card,2024-01-02
9275,998.8800,Wallet,2024-01-08
9280,1048.7600,NetBanking,2024-02-14
1332,288.9800,NetBanking,2024-02-27
7315,476.7000,UPI,2024-01-23
4640,1292.9300,Card,2024-02-13
17146,598.0600,Card,2024-01-27
19152,725.1400,Card,2024-01-18
7074,1844.2000,UPI,2024-02-10
9607,251.7500,NetBanking,2024-03-01
6529,1890.5000,UPI,2024-01-23
43,1253.8400,NetBanking,2024-02-02
3794,1264.3000,NetBanking,2024-02-05
3801,1051.9800,Card,2024-02-26
1757,1450.6700,UPI,2024-01-27
3383,963.1000,NetBanking,2024-02-11
17540,937.1200,UPI,2024-02-03
17630,1058.3700,Wallet,2024-01-29
784,1161.6200,NetBanking,2024-02-04
9510,742.8500,Wallet,2024-01-02
18146,1654.9800,NetBanking,2024-02-07
6234,695.7800,Card,2024-01-16
1127,1114.3100,Wallet,2024-01-08
3719,1228.6900,Card,2024-01-23
15808,925.5500,Wallet,2024-01-02
17504,1111.4600,NetBanking,2024-02-20
1912,971.2600,Wallet,2024-01-14
7746,1799.2200,UPI,2024-01-08
9971,955.7300,NetBanking,2024-02-23
8205,662.6300,NetBanking,2024-01-12
14307,1365.4400,Wallet,2024-02-24
17992,849.0500,Card,2024-01-17
13804,1737.4300,UPI,2024-02-22
12090,1900.5700,NetBanking,2024-01-12
19796,964.0000,NetBanking,2024-02-07
19182,199.8200,Card,2024-01-03
2394,1475.2600,Wallet,2024-02-24
2512,1644.4200,UPI,2024-02-17
16975,486.6600,Card,2024-02-11
4897,1774.0800,NetBanking,2024-01-12
9351,787.6200,NetBanking,2024-02-17
16378,815.0100,UPI,2024-01-01
10868,322.3100,UPI,2024-01-12
11893,1509.4000,Wallet,2024-01-29
2909,985.9200,Wallet,2024-03-01
14098,1088.0900,NetBanking,2024-02-25
14960,1983.5100,UPI,2024-02-09
1472,1979.8400,NetBanking,2024-02-02
4942,1582.5500,NetBanking,2024-02-24
17059,780.2000,NetBanking,2024-01-20
6899,1507.0900,Card,2024-02-17
10121,1438.3700,NetBanking,2024-01-18
14739,865.1000,Card,2024-01-21
19606,1614.8500,Wallet,2024-02-01
5173,484.1900,UPI,2024-02-05
19733,642.5000,Wallet,2024-02-20
17907,689.2500,NetBanking,2024-02-17
14155,659.3700,NetBanking,2024-01-22
3781,1053.5200,NetBanking,2024-01-11
6507,854.2300,UPI,2024-02-24
9785,999.6200,UPI,2024-01-17
1189,183.9200,UPI,2024-01-17
18070,1557.7800,UPI,2024-01-24
12323,160.2500,NetBanking,2024-01-06
6825,1622.9000,Wallet,2024-02-02
10125,379.7600,Wallet,2024-02-20
6062,554.6100,Card,2024-02-06
8846,1016.6200,NetBanking,2024-01-21
6176,233.1400,NetBanking,2024-02-07
9928,1346.7300,NetBanking,2024-01-18
2310,1804.4900,NetBanking,2024-02-23
11859,1946.6100,UPI,2024-01-01
17597,1765.3000,Wallet,2024-01-05
8233,594.7400,UPI,2024-01-28
19542,844.8200,Card,2024-01-03
13141,253.9200,UPI,2024-02-20
13303,829.5600,Wallet,2024-02-22
956,696.3700,Card,2024-02-08
1269,1243.5800,Wallet,2024-01-22
4934,736.2300,Card,2024-01-09
6604,1554.2100,Wallet,2024-02-22
3562,837.2100,Wallet,2024-02-24
9704,1626.7000,Card,2024-02-13
3283,1097.5600,NetBanking,2024-01-28
1474,300.7100,Wallet,2024-02-04
15423,1614.4000,UPI,2024-01-31
15891,1091.8100,UPI,2024-02-06
19353,1564.8400,Wallet,2024-01-22
12749,1940.9600,Wallet,2024-02-18
6610,863.6000,Wallet,2024-01-01
10069,1060.6600,Card,2024-02-22
10013,996.4400,Card,2024-02-23
5204,1480.6000,NetBanking,2024-02-20
2914,369.1800,NetBanking,2024-01-29
4684,1935.9500,UPI,2024-01-18
4265,1189.6200,UPI,2024-01-19
17036,1656.0600,Card,2024-01-26
9461,1083.5300,Wallet,2024-01-08
8136,895.5900,Card,2024-02-12
9297,337.6000,Card,2024-02-29
