order_item_id,order_id,product_id,quantity,unit_price,discount_percent
824,212,327,4,4269.76,24.05
825,245,339,4,2710.91,73.09
826,116,48,3,5748.77,35.3
827,428,447,2,5935.09,20.59
828,40,39,4,302.4,21.61
829,420,198,2,2855.51,81.4
830,390,271,5,6131.81,31.18
831,233,336,2,1024.15,13.01
832,470,187,4,6969.3,51.35
833,400,205,2,3500.13,68.63
834,488,446,5,1348.86,87.62
835,382,57,-2,3794.61,26.68
836,244,339,5,2271.51,92.69
837,44,182,4,3296.04,43.08
838,171,28,4,962.94,64.86
839,375,476,4,1677.71,17.66
840,142,272,5,3581.81,68.12
841,331,128,1,614.47,3.57
842,137,123,1,2348.58,88.26
843,359,367,4,990.17,73.39
844,451,355,3,1534.03,20.36
845,327,148,5,224.23,18.51
846,465,359,5,2581.53,90.67
847,123,88,3,1499.83,33.22
848,234,73,1,3537.8,2.08
849,499,136,1,6130.03,0.97
850,181,497,4,4008.8,24.75
851,57,24,1,7925.22,83.54
852,269,258,2,6247.0,10.0
853,412,377,3,5931.56,98.98
854,132,340,4,3778.26,82.77
855,155,364,3,6241.31,85.7
856,462,432,5,2305.51,51.93
857,328,11,2,6878.87,65.94
858,73,183,4,4705.16,69.58
859,221,185,2,1711.97,95.48
860,328,56,3,5494.65,89.92
861,231,491,5,7300.55,34.88
862,170,201,5,7952.76,30.93
863,22,297,5,6706.54,12.3
864,408,233,5,6380.26,28.84
865,497,5,4,1347.62,68.09
866,268,495,3,5381.7,30.36
867,148,34,-3,519.43,28.3
868,304,64,1,239.7,35.23
869,428,1,1,2931.7,28.33
870,440,258,5,870.83,27.07
871,376,101,4,829.6,21.89
872,243,478,3,5492.3,38.62
873,205,496,1,7377.51,59.7
874,89,289,4,2715.34,57.82
875,350,394,2,3447.24,19.95
876,157,44,3,5100.89,54.58
877,193,401,4,4307.26,69.41
878,258,479,3,3535.82,42.05
879,211,237,1,406.09,76.68
880,46,387,2,2558.64,24.26
881,263,192,2,7219.32,87.78
882,28,387,4,5426.62,46.28
883,391,448,5,623.9,5.47
884,425,333,1,959.71,29.06
885,247,354,3,1147.25,58.46
886,262,379,1,4226.86,56.2
887,496,254,2,5470.31,85.23
888,155,322,3,7504.94,80.56
889,320,353,2,200.28,60.38
890,62,267,1,1008.13,2.47
891,259,228,4,1150.13,40.46
892,95,420,2,4464.41,82.17
893,349,225,5,1340.72,2.17
894,73,420,2,5984.98,54.67
895,244,246,3,980.15,58.88
896,189,342,3,5641.69,10.73
897,214,417,4,2410.69,12.01
898,200,6,5,5231.85,89.32
899,318,228,1,2966.87,13.93
900,452,371,4,7857.68,35.77
901,439,441,5,7239.89,52.51
902,263,33,2,2944.56,71.92
903,174,236,2,6148.34,30.29
904,202,35,4,3879.67,65.9
905,295,363,5,4298.38,12.94
906,166,302,5,5016.31,40.38
907,24,16,2,5389.04,49.94
908,348,244,3,7854.36,80.86
909,376,408,2,7069.89,72.82
910,197,387,4,683.03,25.05
911,20,434,1,3119.71,63.13
912,16,473,2,5650.06,37.76
913,327,294,5,2169.46,43.75
914,147,116,2,3585.69,52.85
915,405,99,1,5107.1,66.87
916,105,18,2,3004.58,40.8
917,280,443,1,5522.42,95.77
918,373,329,5,6692.74,57.04
919,243,257,3,7218.09,85.34
920,411,35,4,3133.72,7.09
921,41,66,5,1119.83,23.06
922,308,277,-3,6606.36,28.99
923,425,129,4,730.03,87.15
924,496,148,1,2082.91,51.78
925,313,257,3,641.86,69.75
926,57,299,4,7882.48,65.32
927,17,174,4,2809.42,76.47
928,72,105,5,2770.95,75.73
929,468,450,1,768.71,94.8
930,464,313,1,751.95,41.62
931,379,314,1,3934.42,12.95
932,371,22,1,4159.31,65.03
933,221,245,3,7036.31,22.78
934,477,29,1,6528.63,53.42
935,441,195,1,606.7,76.57
936,357,65,4,4486.45,11.56
937,61,460,5,3068.13,19.36
938,224,471,1,917.53,1.0
939,212,383,5,7929.32,1.49
940,369,128,1,1188.38,18.06
941,23,161,3,7145.31,99.81
942,67,311,4,1154.54,7.68
943,129,481,5,5700.99,81.34
944,460,469,2,2561.21,36.69
945,283,150,2,2286.77,69.78
946,258,54,1,3404.5,95.06
947,249,144,1,1269.63,97.59
948,119,157,5,3104.64,81.64
949,73,19,2,5269.28,45.38
950,59,11,4,2308.33,58.82
951,154,424,1,6865.68,38.39
952,10,442,4,546.44,20.57
953,95,338,4,5351.14,3.13
954,391,179,1,6084.93,33.62
955,425,465,3,4809.48,75.73
956,175,372,5,3534.88,72.92
957,377,386,1,4515.69,95.25
958,478,348,3,7516.21,46.35
959,294,369,5,2228.79,96.03
960,240,382,2,318.43,79.96
961,487,141,1,6216.45,29.58
962,293,203,1,3021.22,65.92
963,401,335,-5,2593.78,66.08
964,429,136,2,334.68,0.89
965,19,495,3,6785.74,21.78
966,30,297,1,4960.56,31.4
967,33,226,2,6336.54,25.95
968,254,66,2,1345.83,61.79
969,26,120,1,1637.19,50.67
970,226,297,3,5795.39,6.08
971,366,133,-3,6790.46,84.94
972,277,368,1,2927.89,7.75
973,228,58,5,1791.53,57.04
974,425,422,4,3526.51,28.31
975,13,168,5,2812.89,40.81
976,334,192,4,2493.69,3.12
977,189,23,3,7312.61,2.55
978,312,109,3,6290.82,50.82
979,298,365,3,3154.95,58.27
980,337,372,2,7983.0,7.84
981,40,491,2,7982.94,63.03
982,376,215,5,6811.24,52.78
983,27,311,4,4258.62,31.69
984,100,429,5,2103.43,24.31
985,394,186,2,6035.87,11.54
986,124,228,4,2945.48,50.56
987,469,186,4,3701.95,41.89
988,292,424,2,2110.56,90.93
989,346,300,2,6407.68,34.16
990,61,42,4,7869.33,57.6
991,324,452,2,7035.96,1.55
992,62,215,3,5748.78,46.99
993,52,65,1,386.67,16.69
994,38,68,5,7365.26,90.43
995,182,66,4,2083.19,29.34
996,173,460,3,5009.71,99.41
997,24,38,3,7303.26,63.08
998,380,428,4,3921.43,13.46
999,94,371,5,7505.65,8.38
1000,459,4,5,5456.48,45.35
